Location, CarcWt, ScavRt
SoCal, 0.9872036257372684,3.3619210977701544
SoCal, 1.9424511230526775,5.4030874785591765
SoCal, 4.034644722251574,7.564322469982845
SoCal, 4546.83002539893,37.94168096054889
SoCal, 31169.114547648245,58.233276157804454
NAtl, 56.45175832095669,9.485420240137222
NAtl, 100.95548998457033,7.204116638078905
NAtl, 51.268901344168825,1.20068610634648
